"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.expr","receptor.expr","ligand.sum","receptor.sum","edge_specificity"
"240","NK","B","TNFSF10","TNFSF10","RIPK1","RIPK1",0.417603743871962,0.142513478852681,0.805301966118006,0.319165081547255,0.231550751440146
"241","NK","B","ARF6","ARF6","SMAP1","SMAP1",0.613953240481033,0.153768627619317,2.31501907775502,0.356923137025928,0.114254616926018
"242","NK","B","HSP90B1","HSP90B1","TLR7","TLR7",0.904504091963788,0.146530502560571,2.61017649139927,0.146530502560571,0.346529859166304
"243","NK","B","GNAI2","GNAI2","FPR1","FPR1",0.570835281855508,0.106251394941705,1.31754657238961,0.154739805571736,0.297493462217728
"244","NK","B","GNAI2","GNAI2","CXCR3","CXCR3",0.570835281855508,0.118578093468527,1.31754657238961,0.700672742117141,0.0733219612286356
"245","NK","B","PKM","PKM","CD44","CD44",0.585391593388951,0.655390474380009,2.27793473880842,2.10305992165709,0.0800854613159745
"246","NK","B","HMGB1","HMGB1","CXCR4","CXCR4",1.86335662329275,1.32766130682417,4.86012530898669,4.41371926420569,0.115327029693441
"247","NK","B","FYN","FYN","SPN","SPN",0.524451508370451,0.124911322898136,1.18879709521721,0.912781992681843,0.0603715529847841
"248","NK","B","CALM1","CALM1","PTPRA","PTPRA",2.51695851137811,0.124501960876382,6.14501061093323,0.484767431721319,0.105195261230141
"249","NK","B","S100A8","S100A8","ITGB2","ITGB2",0.363922735931049,0.760072642284877,0.494457320098035,4.0705488221705,0.137430305238019
"250","NK","B","S100A9","S100A9","ITGB2","ITGB2",0.213135031570165,0.760072642284877,0.935195512000792,4.0705488221705,0.0425553882029104
"251","NK","B","SYK","SYK","LAT","LAT",0.160496716899852,0.394631916808164,0.370037946603829,1.56482661015514,0.109382003736534
"252","NK","B","HLA-C","HLA-C","CD3G","CD3G",4.30320983709084,0.218130867710745,11.7154620395393,0.79741212112046,0.100477170592733
"253","NK","B","HLA-A","HLA-A","CD3G","CD3G",3.92010525050694,0.218130867710745,10.9694958864466,0.79741212112046,0.0977564342555158
"254","NK","B","HLA-B","HLA-B","CD3G","CD3G",3.60848931769051,0.218130867710745,9.77183363264043,0.79741212112046,0.10101448490731
"255","NK","B","ICAM2","ICAM2","ITGAM","ITGAM",0.459545030143938,0.139321883774479,1.40033817734311,0.416354487632544,0.109812361852302
"256","NK","B","S100A8","S100A8","CD69","CD69",0.363922735931049,1.0644346189095,0.494457320098035,2.77880948852945,0.281929548445633
"257","NK","B","CALM2","CALM2","SELL","SELL",0.83673702328163,1.30654727375117,3.54646538390655,3.79505412507465,0.0812270001772135
"258","NK","B","CALM1","CALM1","SELL","SELL",2.51695851137811,1.30654727375117,6.14501061093323,3.79505412507465,0.141013461540564
