"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"134","NK","JAK1","B","IFNAR1",0.1083323317638,160.75,119,0.270706109018564,107,0.710466672125744,318,0.322926975516377,87,0.294321097557055,131
"135","CD8 T","CD53","B","CD37",0.122910150151152,147.75,129,0.147820942972794,305,0.912492584021329,28,0.261067374834851,121,0.289398427437545,137
"136","CD8 T","HLA-B","B","SIGLEC10",0.123530844138127,200.5,206,0.261305726482107,112,0.798245171465499,201,0.0875163482289503,278,0.167184433001943,211
"137","NK","LGALS1","B","ITGB1",0.125337480991846,137.75,113,0.233508189317853,148,0.741510689706072,276,0.444861481604699,49,0.38659820504009,78
"138","NK","PTPRC","CD8 T","DPP4",0.128023992783389,146.5,123,0.389681186009382,33,0.716710458215957,307,0.231758624453695,140,0.319257365797041,106
"139","CD8 T","ADRB2","CD8 T","CXCR4",0.130876432097109,195.25,185.5,0.178071887007678,228,0.738695382718578,279,0.239327487068026,131,0.272600507077885,143
"140","B","LTB","CD8 T","TNFRSF1A",0.130876432097109,181.25,177.5,0.156008656334514,279,0.774224463148971,239,0.317407409712739,91,0.30632260061694,116
"141","CD8 T","PTPRC","CD8 T","DPP4",0.133266813738302,148.5,125,0.386947741836683,35,0.715995297492351,309,0.229022558771838,142,0.314092640916216,108
"142","B","PTPRC","B","CD22",0.136596970374197,258.5,265.5,0.184108763026257,218,0.765469004186124,250,0.0843856665198038,285,0.101329562697943,281
"143","NK","TGFBR1","CD8 T","TGFBR2",0.141375013668884,205.25,134.5,0.525810973391527,14,0.527682258962037,538,0.224971265647837,145,0.297724339552934,124
"144","B","HLA-B","NK","KLRD1",0.141375013668884,145.75,100.5,0.234669413570041,144,0.904550232874158,38,0.384078202473229,57,0.0507499933114206,344
"145","CD8 T","HLA-C","NK","CD53",0.144345944207043,196.5,216.5,0.131060599317367,347,0.932876120024604,6,0.118627806178494,236,0.193350037356737,197
"146","NK","CD47","CD8 T","HLA-C",0.144513615439014,178.25,196.5,0.154041727436778,286,0.907174408425824,34,0.164267690835383,189,0.179466565687706,204
"147","B","HMGB1","NK","HAVCR2",0.14654541015625,236.5,260.5,0.241974769187274,138,0.769896293852821,245,0.0890605997219272,276,0.095205847967325,287
"148","NK","FYN","NK","SPN",0.146944507893736,152,122.5,0.277448768917801,99,0.733792423127184,289,0.344875149517256,74,0.265258551337892,146
"149","NK","ADRB2","NK","MBP",0.149778809312237,198.25,142,0.314736291271158,63,0.602954602172092,446,0.235592358743956,137,0.264964267848079,147
"150","CD8 T","MIF","CD8 T","CD44",0.154887578383787,211.5,210,0.153094926666858,291,0.837121150170369,135,0.163632796055387,190,0.148813375012818,230
"151","NK","CASP8","B","FAS",0.161448977612144,214.75,140,0.300565430034448,72,0.549895802669687,507,0.241361718154574,129,0.261827648972008,151
"152","CD8 T","HMGB1","CD8 T","CXCR4",0.16358093934091,163.75,159,0.151105611830384,295,0.900444232026688,42,0.203650071772593,159,0.242178319823748,159
"153","B","CD74","NK","CXCR4",0.164450302060224,154.75,116.5,0.121592320522084,364,0.917277512339934,22,0.211543638346758,153,0.377240454414115,80
"154","B","HLA-DRB1","NK","CD82",0.166228026646517,164,139,0.13484859858499,340,0.7871993110698,220,0.51200227537158,38,0.419834274001952,58
"155","NK","ADRB2","CD8 T","HNRNPK",0.168062349669402,237.25,225.5,0.189334122533629,201,0.725870084255718,297,0.133968916302696,216,0.144292508822934,235
"156","B","CD59","CD8 T","CD2",0.170337272986485,185.75,184,0.177613812504537,230,0.72568441698074,298,0.342723148872174,77,0.288980064103599,138
"157","B","SEMA4D","B","CD72",0.170554226435043,207.5,153.5,0.310855242580462,67,0.593146061972944,456,0.20972195783196,155,0.25256855582716,152
"158","B","TSPAN3","CD8 T","ADAM10",0.170554226435043,221.25,144.5,0.282682676968146,93,0.554085332508928,503,0.238477229178289,135,0.249042605119011,154
"159","NK","ADRB2","NK","HNRNPK",0.174956327030135,242,230.5,0.187933605823571,207,0.725130785849812,300,0.131128311299977,221,0.139246159522009,240
"160","CD8 T","CD99","NK","PILRB",0.174956327030135,272,272.5,0.14915644507705,300,0.770253644845114,243,0.100482674491715,259,0.095954609739647,286
"161","NK","CD160","NK","TNFRSF14",0.184475615595233,185.75,152,0.243126141265205,135,0.718549891247097,304,0.234305098546963,138,0.231632524511154,166
"162","CD8 T","SRGN","CD8 T","CD44",0.184475615595233,218.75,239,0.147903445789688,304,0.865398773221978,93,0.134449452527072,215,0.111336523790459,263
"163","NK","FASLG","CD8 T","FAS",0.186409504147076,216.5,144,0.492324740890841,17,0.504113245451463,561,0.20133034610179,160,0.294989059325947,128
"164","B","CARD11","CD8 T","DPP4",0.191581577493638,232.5,153.5,0.60299150409873,8,0.422031311078336,615,0.186488675041231,174,0.293877594363348,133
