"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"241","B","CD8 T","HLA-DRB1","HLA-DRB1","LAG3","LAG3",1.20782480514783,0.867185353675475,1.03750507941165
"242","B","CD8 T","HLA-DRB1","HLA-DRB1","CD53","CD53",1.20782480514783,-0.145857585415317,0.530983609866256
"243","B","CD8 T","HLA-DRB1","HLA-DRB1","CD81","CD81",1.20782480514783,0.0181327983994261,0.612978801773628
"244","B","CD8 T","CD74","CD74","CXCR4","CXCR4",0.75302082638972,0.450223166885711,0.601621996637715
"245","B","CD8 T","CD3D","CD3D","CD3E","CD3E",-0.677723267981689,0.845940026674793,0.0841083793465518
"246","B","CD8 T","HLA-A","HLA-A","CD8A","CD8A",-0.187291605207528,0.80169576099093,0.307202077891701
"247","B","CD8 T","HLA-A","HLA-A","CD3D","CD3D",-0.187291605207528,1.16615207929724,0.489430237044854
"248","B","CD8 T","HLA-A","HLA-A","CD3G","CD3G",-0.187291605207528,0.165104030122292,-0.0110937875426181
"249","B","CD8 T","HLA-A","HLA-A","APLP2","APLP2",-0.187291605207528,-0.0961183796068569,-0.141704992407192
"250","B","CD8 T","HLA-A","HLA-A","KLRD1","KLRD1",-0.187291605207528,-0.244049565304706,-0.215670585256117
"251","B","CD8 T","ITGB2","ITGB2","ICAM2","ICAM2",-0.591248553743323,-0.11181290228118,-0.351530728012251
"252","B","CD8 T","ITGB2","ITGB2","ICAM3","ICAM3",-0.591248553743323,-0.0567272319095711,-0.323987892826447
"253","B","CD8 T","ITGB1","ITGB1","CD151","CD151",0.0471020740184703,0.210701006428509,0.12890154022349
"254","B","CD8 T","ITGB1","ITGB1","CD81","CD81",0.0471020740184703,0.0181327983994261,0.0326174362089482
"255","B","CD8 T","CD2","CD2","CD48","CD48",-0.864494370532075,0.186182878513836,-0.33915574600912
"256","B","CD8 T","CD2","CD2","CD53","CD53",-0.864494370532075,-0.145857585415317,-0.505175977973696
"257","B","CD8 T","PTPRC","PTPRC","CD247","CD247",-0.408103887562997,0.0255481444823624,-0.191277871540317
"258","B","CD8 T","CD48","CD48","CD2","CD2",0.0244500846208568,0.771357076602921,0.397903580611889
"259","B","CD8 T","HLA-C","HLA-C","CD8A","CD8A",-0.19599434627956,0.80169576099093,0.302850707355685
"260","B","CD8 T","HLA-C","HLA-C","CD3D","CD3D",-0.19599434627956,1.16615207929724,0.485078866508838
"261","B","CD8 T","HLA-C","HLA-C","CD3G","CD3G",-0.19599434627956,0.165104030122292,-0.0154451580786342
"262","B","CD8 T","HLA-C","HLA-C","CD53","CD53",-0.19599434627956,-0.145857585415317,-0.170925965847439
"263","B","CD8 T","HLA-C","HLA-C","CD81","CD81",-0.19599434627956,0.0181327983994261,-0.0889307739400669
"264","B","CD8 T","CD28","CD28","CD247","CD247",-0.0228405104882825,0.0255481444823624,0.00135381699703997
"265","B","CD8 T","MS4A1","MS4A1","CD53","CD53",1.49719704132246,-0.145857585415317,0.675669727953571
"266","B","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.0971006361989291,-0.215885502503128,-0.0593924331520994
"267","B","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",0.0971006361989291,0.145983950164709,0.121542293181819
"268","B","CD8 T","ITGA4","ITGA4","CD81","CD81",0.0989588894499486,0.0181327983994261,0.0585458439246873
"269","B","CD8 T","HLA-E","HLA-E","CD8A","CD8A",-0.176325588334071,0.80169576099093,0.31268508632843
"270","B","CD8 T","HLA-E","HLA-E","KLRC1","KLRC1",-0.176325588334071,-0.0779219521274991,-0.127123770230785
"271","B","CD8 T","HLA-E","HLA-E","KLRD1","KLRD1",-0.176325588334071,-0.244049565304706,-0.210187576819389
"272","B","CD8 T","SELL","SELL","SELPLG","SELPLG",0.0610580784134369,-0.017000302517885,0.0220288879477759
"273","B","CD8 T","CD99","CD99","CD81","CD81",-0.476932924809746,0.0181327983994261,-0.22940006320516
"274","B","CD8 T","CD99","CD99","PILRB","PILRB",-0.476932924809746,0.201008023633712,-0.137962450588017
"275","B","CD8 T","CD19","CD19","CD81","CD81",0.507778160265359,0.0181327983994261,0.262955479332392
"276","B","CD8 T","IFNAR1","IFNAR1","IFNGR1","IFNGR1",0.168238703131746,0.170177950936736,0.169208327034241
"277","B","CD8 T","CD53","CD53","CD37","CD37",-0.0836501433840584,-0.585581188516574,-0.334615665950316
"278","B","CD8 T","CD22","CD22","PTPRC","PTPRC",0.571871257039852,0.191228987228552,0.381550122134202
"279","B","CD8 T","TNFRSF1B","TNFRSF1B","TNFRSF1A","TNFRSF1A",-0.2103751695628,0.0388820589871523,-0.0857465552878237
"280","B","CD8 T","IL4R","IL4R","IL2RG","IL2RG",0.209947695331732,0.198523842813118,0.204235769072425
"281","B","CD8 T","CD82","CD82","ITGB2","ITGB2",0.59568487492316,-0.215885502503128,0.189899686210016
"282","B","CD8 T","CD82","CD82","CD37","CD37",0.59568487492316,-0.585581188516574,0.00505184320329288
"283","B","CD8 T","CALR","CALR","HLA-F","HLA-F",-0.354627017670085,0.0118201289801914,-0.171403444344947
"284","B","CD8 T","IL2RG","IL2RG","IL2RB","IL2RB",-0.274337484849927,-0.0393076821310417,-0.156822583490485
"285","B","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",0.0970697208936216,-0.215885502503128,-0.0594078908047531
"286","B","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",0.0970697208936216,0.145983950164709,0.121526835529165
"287","B","CD8 T","CD81","CD81","CD37","CD37",0.0655443849408498,-0.585581188516574,-0.260018401787862
"288","B","CD8 T","CXCR4","CXCR4","CCR7","CCR7",-0.192559987122596,0.0683108960138986,-0.0621245455543489
"289","B","CD8 T","TNFRSF17","TNFRSF17","LY9","LY9",0.501696995251159,0.144340613986388,0.323018804618773
"290","B","CD8 T","IL10RB","IL10RB","IFNAR1","IFNAR1",0.00575222093984679,0.0272800936108021,0.0165161572753244
"291","B","CD8 T","IL10RB","IL10RB","IL10RA","IL10RA",0.00575222093984679,0.353889511890344,0.179820866415095
"292","B","CD8 T","CD47","CD47","HLA-C","HLA-C",-0.0163071461060482,0.0163494279407281,2.11409173399568e-05
"293","B","CD8 T","CD47","CD47","SIRPG","SIRPG",-0.0163071461060482,0.36602246648623,0.174857660190091
"294","B","CD8 T","CLEC2D","CLEC2D","KLRB1","KLRB1",0.0498648031086591,0.362382232665342,0.206123517887001
"295","B","CD8 T","TRAF2","TRAF2","TNFRSF1B","TNFRSF1B",0.182094809123666,0.196230868368978,0.189162838746322
"296","B","CD8 T","SELPLG","SELPLG","ITGB2","ITGB2",-0.182781026124427,-0.215885502503128,-0.199333264313777
"297","B","CD8 T","SELPLG","SELPLG","SELL","SELL",-0.182781026124427,-0.600285089955474,-0.391533058039951
"298","B","CD8 T","TNFRSF14","TNFRSF14","CD160","CD160",0.0194054666428981,0.215143960158137,0.117274713400518
"299","B","CD8 T","ADAM28","ADAM28","ITGA4","ITGA4",0.221034964641657,0.11782421447632,0.169429589558988
"300","B","CD8 T","LGALS9","LGALS9","PTPRC","PTPRC",0.332966411257667,0.191228987228552,0.262097699243109
"301","B","CD8 T","LGALS9","LGALS9","CD44","CD44",0.332966411257667,0.390428250364747,0.361697330811207
"302","B","CD8 T","LGALS9","LGALS9","CD47","CD47",0.332966411257667,-0.306100394921618,0.0134330081680243
"303","B","CD8 T","HLA-DQA2","HLA-DQA2","LAG3","LAG3",1.13544105875544,0.867185353675475,1.00131320621546
"304","B","CD8 T","HLA-DQA1","HLA-DQA1","LAG3","LAG3",1.4969170495603,0.867185353675475,1.18205120161789
"305","B","CD8 T","HLA-DQB1","HLA-DQB1","LAG3","LAG3",1.20323812833459,0.867185353675475,1.03521174100503
"306","B","CD8 T","HLA-DPB1","HLA-DPB1","LAG3","LAG3",1.12468967917807,0.867185353675475,0.995937516426773
"307","B","CD8 T","FCER2","FCER2","ITGB2","ITGB2",0.39664483444791,-0.215885502503128,0.0903796659723912
"308","B","CD8 T","HLA-DPA1","HLA-DPA1","LAG3","LAG3",1.13312234940602,0.867185353675475,1.00015385154075
"309","B","CD8 T","HLA-DMA","HLA-DMA","CD74","CD74",1.09104300294576,-0.440549689017461,0.325246656964149
"310","B","CD8 T","HLA-DMB","HLA-DMB","CD74","CD74",0.878093440368823,-0.440549689017461,0.218771875675681
