"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"272","CD8 T","B","ICAM3","ICAM3","ITGB2","ITGB2",-0.0513798710404622,-0.592592235862742,-0.321986053451602
"273","CD8 T","B","LGALS1","LGALS1","ITGB1","ITGB1",-0.29917078648646,0.0495499969563491,-0.124810394765055
"274","CD8 T","B","LGALS1","LGALS1","PTPRC","PTPRC",-0.29917078648646,-0.410277487932746,-0.354724137209603
"275","CD8 T","B","TIMP1","TIMP1","CD63","CD63",0.176962889258919,-0.647759272534718,-0.2353981916379
"276","CD8 T","B","SELPLG","SELPLG","SELL","SELL",-0.00494629614080205,0.0670786397717318,0.0310661718154649
"277","CD8 T","B","GNAI2","GNAI2","FPR1","FPR1",-0.163345193787971,0.112517399123446,-0.0254138973322625
"278","CD8 T","B","ICAM2","ICAM2","ITGAM","ITGAM",-0.111768845695783,0.0382627501768288,-0.036753047759477
"279","CD8 T","B","KLRB1","KLRB1","CLEC2D","CLEC2D",0.350990887115739,0.0582636097374051,0.204627248426572
"280","CD8 T","B","HLA-B","HLA-B","CANX","CANX",-0.010147026019339,-0.0261830736762861,-0.0181650498478126
"281","CD8 T","B","B2M","B2M","HLA-F","HLA-F",0.0236154021853188,0.0261399741828483,0.0248776881840835
"282","CD8 T","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0529680224851091,-0.205888006759556,-0.0764599921372235
"283","CD8 T","B","HLA-A","HLA-A","APLP2","APLP2",0.0519604140290837,0.0894524973473672,0.0707064556882254
"284","CD8 T","B","CD59","CD59","CD2","CD2",0.140523766423404,-0.866228006383092,-0.362852119979844
"285","CD8 T","B","LTB","LTB","CD40","CD40",0.0188026846874971,0.701030472464865,0.359916578576181
"286","CD8 T","B","ICAM2","ICAM2","ITGB2","ITGB2",-0.111768845695783,-0.592592235862742,-0.352180540779262
"287","CD8 T","B","VIM","VIM","CD44","CD44",0.371178619646613,-0.0943674069071277,0.138405606369743
"288","CD8 T","B","PTPRC","PTPRC","CD22","CD22",0.204434981579088,0.566198334830593,0.385316658204841
"289","CD8 T","B","CD52","CD52","SIGLEC10","SIGLEC10",0.105040515323497,0.175284003773917,0.140162259548707
"290","CD8 T","B","PTDSS1","PTDSS1","JMJD6","JMJD6",-0.173849296342255,0.0670461628254913,-0.0534015667583817
