"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"150","B","B2M","CD8 T","HLA-F",0.521215767061087,234.5,274.5,0.103776178020043,264,0.908159197012684,13,-0.0622978889995814,285,-0.479685763547179,376
"151","CD8 T","ICAM3","CD8 T","ITGAL",0.523892932204935,214.5,217,0.150258859588343,196,0.699307684349738,228,0.0538919726207092,207,0.0552382077291956,227
"152","B","MIF","CD8 T","CXCR4",0.523892932204935,145.25,154.5,0.127602689275572,228,0.871753882639508,44,0.122240278952503,152,0.151211402061581,157
"153","NK","HLA-A","NK","APLP2",0.533144681068935,160.5,154.5,0.123741574863696,229,0.822580545510065,104,0.0570007965223735,204,0.263307536092146,105
"154","NK","CD86","CD8 T","CD28",0.540330691769073,163.5,128,0.367034873899134,29,0.471558155047723,369,0.148341852078738,136,0.2202446099323,120
"155","NK","IFNG","NK","IFNGR1",0.540330691769073,162.75,124.5,0.223009370131396,113,0.603189753024778,298,0.224717045373296,104,0.199716328154568,136
"156","NK","ICAM3","CD8 T","ITGAL",0.542518429065407,216.75,220,0.149184637194421,197,0.698552797301455,229,0.0492031032612232,211,0.0518254536456952,230
"157","CD8 T","ICAM3","NK","ITGAL",0.542518429065407,218.75,223,0.148757595641049,199,0.698250890847413,230,0.0378098162105334,217,0.0526583132742967,229
"158","CD8 T","CD28","NK","CD86",0.550842107159618,163.5,128,0.367034873899134,29,0.471558155047723,369,0.148341852078738,136,0.2202446099323,120
"159","NK","MIF","B","CXCR4",0.552015244011971,179.25,219,0.121803433555259,231,0.869131277531388,48,0.0359153215719364,218,0.0625838021931415,220
"160","B","CLEC2D","CD8 T","KLRB1",0.561464116118682,160.5,126.5,0.256059335232759,85,0.589861722855573,304,0.204627248426572,115,0.195238453078643,138
"161","NK","ICAM3","NK","ITGAL",0.561636198379047,221,226,0.147694106000961,200,0.697494498386584,231,0.0331209468510475,221,0.0492455591907963,232
"162","NK","HLA-B","B","CANX",0.561636198379047,136,126.5,0.121618863914583,232,0.851257108171707,59,0.0722403818189125,187,0.369049377968649,66
"163","CD8 T","KLRB1","B","CLEC2D",0.572196562777464,160.5,126.5,0.256059335232759,85,0.589861722855573,304,0.204627248426572,115,0.195238453078643,138
"164","CD8 T","YBX1","NK","NOTCH1",0.581254838520422,196,203.5,0.188876375281604,143,0.72362633081421,204,0.0187163033752638,234,0.0794606595038979,203
"165","CD8 T","CD59","NK","CD2",0.581254838520422,215.25,213,0.143787392712715,203,0.704162348848909,223,0.0584382552135953,201,0.0480086580926688,234
"166","NK","GNAI2","B","FPR1",0.583039277308758,167.5,137.5,0.297493462217728,63,0.553016577948022,332,0.140705255290358,140,0.201167583724799,135
"167","CD8 T","HLA-A","NK","APLP2",0.591254692499561,186,201,0.119325545101761,235,0.819913230997346,107,0.0220797073354302,232,0.127888975721635,170
"168","CD8 T","KLRB1","CD8 T","CLEC2D",0.593992075926963,163.25,127,0.249131429718947,89,0.586539849794873,310,0.208395723660459,113,0.188970244820025,141
"169","B","B2M","NK","HLA-F",0.596633763663998,243.75,291,0.0968474239498792,278,0.905236608582442,15,-0.107807001544053,304,-0.507434488676368,378
"170","CD8 T","CLEC2D","CD8 T","KLRB1",0.605054760888074,163.25,127,0.249131429718947,89,0.586539849794873,310,0.208395723660459,113,0.188970244820025,141
"171","NK","CD2","CD8 T","CD48",0.611640923682848,168.5,188.5,0.118957170387583,237,0.849431670520287,60,0.0737687923337384,185,0.0966504501908684,192
"172","CD8 T","HLA-B","NK","CANX",0.622029497008638,184.25,222,0.128843084777625,225,0.854873352462865,55,0.0343363498472909,219,0.037033586619182,238
"173","CD8 T","CD48","NK","CD2",0.622029497008638,168.5,188.5,0.118957170387583,237,0.849431670520287,60,0.0737687923337384,185,0.0966504501908684,192
"174","B","TNFRSF14","NK","CD160",0.643203084328617,187.25,176,0.174151581247213,165,0.683618830329881,240,0.118810966750272,157,0.102257168892348,187
"175","NK","CD160","B","TNFRSF14",0.653990322361248,187.25,176,0.174151581247213,165,0.683618830329881,240,0.118810966750272,157,0.102257168892348,187
"176","B","VIM","B","CD44",0.664912680422603,182.25,214.5,0.117871132830833,242,0.852797267183817,58,0.0283495451857624,224,0.0753778120287583,205
"177","CD8 T","LTB","CD8 T","TNFRSF1A",0.675971282163902,218.25,224,0.116927645940466,243,0.748031771191064,182,0.0336713132496017,220,0.0527292422690989,228
"178","B","TNFRSF14","CD8 T","CD160",0.687167255889168,199,199,0.157013656510222,186,0.672311019436763,244,0.119847476801955,154,0.0741982380917566,212
"179","CD8 T","CD160","B","TNFRSF14",0.698501734555222,199,199,0.157013656510222,186,0.672311019436763,244,0.119847476801955,154,0.0741982380917566,212
"180","B","CLEC2B","NK","KLRF1",0.721671875422003,178.75,140,0.179640699101848,152,0.581093253259544,314,0.188370811938572,121,0.204652401333248,128
"181","NK","KLRF1","B","CLEC2B",0.733926266948356,178.75,140,0.179640699101848,152,0.581093253259544,314,0.188370811938572,121,0.204652401333248,128
"182","NK","MIF","CD8 T","CD74",0.743784385586378,221,279.5,0.105182032360752,259,0.898486110646152,19,-0.111346527634304,306,-0.119529158693127,300
"183","B","ICAM2","NK","ITGAM",0.74628708313435,173,151.5,0.215120694932764,122,0.640178086815785,267,0.126494146507025,149,0.158332795293525,154
"184","NK","KLRF1","CD8 T","CLEC2B",0.74628708313435,176.75,142,0.179060080700537,154,0.580699178192517,316,0.215077419687522,107,0.204237401514035,130
"185","CD8 T","CD47","CD8 T","SIRPG",0.75729168118208,208.25,223.5,0.198312711348785,136,0.663624321458914,250,0.0270535777472164,225,0.0600073753334432,222
