"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.scaled","receptor.scaled","weight_sc"
"162","NK","B","HSP90B1","HSP90B1","TLR7","TLR7",0.036140539041579,0.369265107098859,0.202702823070219
"163","NK","B","GNAI2","GNAI2","FPR1","FPR1",0.179714828687139,0.222620338762458,0.201167583724799
"164","NK","B","GNAI2","GNAI2","CXCR3","CXCR3",0.179714828687139,-0.206366198725265,-0.0133256850190629
"165","NK","B","PKM","PKM","CD44","CD44",-0.185671469607418,-0.051623018421187,-0.118647244014303
"166","NK","B","CALM1","CALM1","PTPRA","PTPRA",0.526744519413706,-0.079869577844486,0.22343747078461
"167","NK","B","HLA-C","HLA-C","CD3G","CD3G",0.820233658651436,-0.0729012737529996,0.373666192449218
"168","NK","B","HLA-A","HLA-A","CD3G","CD3G",0.510329205732673,-0.0729012737529996,0.218713965989837
"169","NK","B","HLA-B","HLA-B","CD3G","CD3G",0.744747583195492,-0.0729012737529996,0.335923154721246
"170","NK","B","ICAM2","ICAM2","ITGAM","ITGAM",-0.00952833936825393,0.00127482416992858,-0.00412675759916268
"171","NK","B","CALM2","CALM2","SELL","SELL",-0.373830771468973,0.0406173891867041,-0.166606691141134
"172","NK","B","CALM1","CALM1","SELL","SELL",0.526744519413706,0.0406173891867041,0.283680954300205
"173","NK","B","CALM3","CALM3","SELL","SELL",0.157886963401025,0.0406173891867041,0.0992521762938646
"174","NK","B","GNAI2","GNAI2","S1PR4","S1PR4",0.179714828687139,0.010028523213643,0.094871675950391
"175","NK","B","HLA-B","HLA-B","CANX","CANX",0.744747583195492,-0.00664882725819368,0.369049377968649
"176","NK","B","GSTP1","GSTP1","TRAF2","TRAF2",0.569694800504785,0.321488113677064,0.445591457090925
"177","NK","B","CALR","CALR","HLA-F","HLA-F",0.436485322626465,0.0380774623995144,0.23728139251299
"178","NK","B","B2M","B2M","HLA-F","HLA-F",0.728883142873204,0.0380774623995144,0.383480302636359
"179","NK","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0635921117032678,-0.19098414076676,-0.0636960145317464
"180","NK","B","CALM1","CALM1","KCNN4","KCNN4",0.526744519413706,0.366452497949396,0.446598508681551
"181","NK","B","HLA-A","HLA-A","APLP2","APLP2",0.510329205732673,0.0799269211409029,0.295128063436788
