"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"273","NK","CD8 T","GNAI2","GNAI2","CXCR3","CXCR3",0.165453046700815,0.206342322031593,0.185897684366204
"274","NK","CD8 T","PKM","PKM","CD44","CD44",-0.203952276180108,0.380318804741679,0.0881832642807853
"275","NK","CD8 T","CALM1","CALM1","PTPRA","PTPRA",0.333029178308671,0.0791662149559373,0.206097696632304
"276","NK","CD8 T","HLA-C","HLA-C","CD3G","CD3G",0.171786569813065,0.157922417209226,0.164854493511145
"277","NK","CD8 T","HLA-E","HLA-E","KLRD1","KLRD1",0.127209690780008,-0.237685071515757,-0.0552376903678746
"278","NK","CD8 T","HLA-E","HLA-E","KLRC1","KLRC1",0.127209690780008,-0.0705819117479508,0.0283138895160284
"279","NK","CD8 T","HLA-A","HLA-A","CD3G","CD3G",0.12355727402379,0.157922417209226,0.140739845616508
"280","NK","CD8 T","HLA-B","HLA-B","CD3G","CD3G",0.174107501778931,0.157922417209226,0.166014959494078
"281","NK","CD8 T","FASLG","FASLG","TNFRSF1A","TNFRSF1A",0.296480183662221,0.0321261026572025,0.164303143159712
"282","NK","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",-0.854716654868215,0.0321261026572025,-0.411295276105506
"283","NK","CD8 T","CALM2","CALM2","SELL","SELL",-0.359369773876021,-0.600889625248314,-0.480129699562168
"284","NK","CD8 T","CALM1","CALM1","SELL","SELL",0.333029178308671,-0.600889625248314,-0.133930223469822
"285","NK","CD8 T","CALM3","CALM3","SELL","SELL",0.18495481839782,-0.600889625248314,-0.207967403425247
"286","NK","CD8 T","GNAI2","GNAI2","S1PR4","S1PR4",0.165453046700815,-0.00893991139051142,0.0782565676551517
"287","NK","CD8 T","HLA-B","HLA-B","CANX","CANX",0.174107501778931,-0.0541822662952832,0.0599626177418237
"288","NK","CD8 T","CALR","CALR","HLA-F","HLA-F",0.399582090452153,0.00735528945483555,0.203468689953494
"289","NK","CD8 T","B2M","B2M","HLA-F","HLA-F",0.0978170690027964,0.00735528945483555,0.052586179228816
"290","NK","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",0.101584595027432,0.16806861137796,0.134826603202696
"291","NK","CD8 T","HLA-A","HLA-A","APLP2","APLP2",0.12355727402379,-0.0935811826491051,0.0149880456873423
"292","NK","CD8 T","B2M","B2M","CD3D","CD3D",0.0978170690027964,1.15643551306821,0.627126291035506
"293","NK","CD8 T","HLA-A","HLA-A","CD3D","CD3D",0.12355727402379,1.15643551306821,0.639996393546002
"294","NK","CD8 T","HLA-C","HLA-C","CD3D","CD3D",0.171786569813065,1.15643551306821,0.66411104144064
"295","NK","CD8 T","HLA-B","HLA-B","CD3D","CD3D",0.174107501778931,1.15643551306821,0.665271507423573
"296","NK","CD8 T","CALM1","CALM1","FAS","FAS",0.333029178308671,0.0996407075778385,0.216334942943255
"297","NK","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",0.00501994731302013,0.163816575169513,0.0844182612412667
"298","NK","CD8 T","B2M","B2M","CD247","CD247",0.0978170690027964,0.0267530442693773,0.0622850566360869
"299","NK","CD8 T","B2M","B2M","KLRD1","KLRD1",0.0978170690027964,-0.237685071515757,-0.0699340012564802
"300","NK","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",0.174107501778931,-0.237685071515757,-0.0317887848684131
"301","NK","CD8 T","SPON2","SPON2","ITGB2","ITGB2",1.31838243799041,-0.219113634795648,0.549634401597382
"302","NK","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.00501994731302013,-0.219113634795648,-0.107046843741314
"303","NK","CD8 T","VIM","VIM","CD44","CD44",-0.697169443707505,0.380318804741679,-0.158425319482913
"304","NK","CD8 T","B2M","B2M","CD3G","CD3G",0.0978170690027964,0.157922417209226,0.127869743106011
"305","NK","CD8 T","B2M","B2M","KLRC1","KLRC1",0.0978170690027964,-0.0705819117479508,0.0136175786274228
"306","NK","CD8 T","GZMB","GZMB","PGRMC1","PGRMC1",1.816448758951,0.276836907426987,1.04664283318899
"307","NK","CD8 T","PRSS23","PRSS23","TMEM222","TMEM222",0.626274032701947,0.163734821807135,0.395004427254541
"308","NK","CD8 T","UBA52","UBA52","TGFBR2","TGFBR2",-0.254970104888642,0.179677444327208,-0.0376463302807171
"309","CD8 T","B","IFNG","IFNG","IFNGR1","IFNGR1",-0.0721692628860907,-0.146140370022631,-0.109154816454361
"310","CD8 T","B","IFNG","IFNG","IFNGR2","IFNGR2",-0.0721692628860907,0.165219928633133,0.046525332873521
"311","CD8 T","B","ALOX5AP","ALOX5AP","ALOX5","ALOX5",-0.0146979477263748,0.466712010748742,0.226007031511183
"312","CD8 T","B","CCL5","CCL5","CXCR3","CXCR3",0.965811098139981,-0.24522222563577,0.360294436252105
"313","CD8 T","B","ANXA1","ANXA1","FPR1","FPR1",0.447148837164353,0.109579140100356,0.278363988632355
"314","CD8 T","B","SEMA4D","SEMA4D","CD72","CD72",-0.0110204683553852,0.414111075930488,0.201545303787551
"315","CD8 T","B","ICAM3","ICAM3","ITGB2","ITGB2",-0.0464829192827715,-0.589206214142363,-0.317844566712567
"316","CD8 T","B","TIMP1","TIMP1","CD63","CD63",0.170943292837984,-0.64597674704634,-0.237516727104178
"317","CD8 T","B","TGFB1","TGFB1","CXCR4","CXCR4",-0.385642152422942,-0.173527039187667,-0.279584595805304
"318","CD8 T","B","SELPLG","SELPLG","ITGAM","ITGAM",-0.00587080977464333,0.0555087357268823,0.0248189629761195
"319","CD8 T","B","SELPLG","SELPLG","SELL","SELL",-0.00587080977464333,0.0731100307657082,0.0336196104955324
"320","CD8 T","B","SELPLG","SELPLG","ITGB2","ITGB2",-0.00587080977464333,-0.589206214142363,-0.297538511958503
"321","CD8 T","B","HSP90B1","HSP90B1","TLR7","TLR7",0.14490680193529,0.226654270464468,0.185780536199879
"322","CD8 T","B","GNAI2","GNAI2","FPR1","FPR1",-0.163398857124364,0.109579140100356,-0.0269098585120037
"323","CD8 T","B","GNAI2","GNAI2","CXCR3","CXCR3",-0.163398857124364,-0.24522222563577,-0.204310541380067
"324","CD8 T","B","PKM","PKM","CD44","CD44",0.253988416078511,-0.0866784740213485,0.083654971028581
"325","CD8 T","B","CALM1","CALM1","PTPRA","PTPRA",-0.0109152392605489,-0.075002716872969,-0.042958978066759
"326","CD8 T","B","HLA-C","HLA-C","CD3G","CD3G",0.0109066247778435,-0.0739705984348369,-0.0315319868284967
"327","CD8 T","B","HLA-A","HLA-A","CD3G","CD3G",0.0522138813858155,-0.0739705984348369,-0.0108783585245107
"328","CD8 T","B","HLA-B","HLA-B","CD3G","CD3G",-0.00874566475477145,-0.0739705984348369,-0.0413581315948042
"329","CD8 T","B","ICAM2","ICAM2","ITGAM","ITGAM",-0.119069107979574,0.0555087357268823,-0.0317801861263458
"330","CD8 T","B","CALM2","CALM2","SELL","SELL",0.151365001056577,0.0731100307657082,0.112237515911143
"331","CD8 T","B","CALM1","CALM1","SELL","SELL",-0.0109152392605489,0.0731100307657082,0.0310973957525796
"332","CD8 T","B","CALM3","CALM3","SELL","SELL",-0.0674414013686579,0.0731100307657082,0.00283431469852513
"333","CD8 T","B","GNAI2","GNAI2","S1PR4","S1PR4",-0.163398857124364,0.00990460123472259,-0.0767471279448205
"334","CD8 T","B","HLA-B","HLA-B","CANX","CANX",-0.00874566475477145,-0.0287648459537297,-0.0187552553542506
"335","CD8 T","B","GSTP1","GSTP1","TRAF2","TRAF2",-0.378726707197025,0.183288627393982,-0.0977190399015213
"336","CD8 T","B","CALR","CALR","HLA-F","HLA-F",-0.0496339103893955,0.0331483757716333,-0.00824276730888107
"337","CD8 T","B","B2M","B2M","HLA-F","HLA-F",0.0300432648042777,0.0331483757716333,0.0315958202879555
"338","CD8 T","B","LRPAP1","LRPAP1","SORL1","SORL1",0.0459105928994803,-0.209598716042698,-0.0818440615716086
"339","CD8 T","B","CALM1","CALM1","KCNN4","KCNN4",-0.0109152392605489,0.164769863382796,0.0769273120611235
"340","CD8 T","B","HLA-A","HLA-A","APLP2","APLP2",0.0522138813858155,0.0823478747776034,0.0672808780817095
"341","CD8 T","B","B2M","B2M","CD3D","CD3D",0.0300432648042777,-0.67102473714291,-0.320490736169316
"342","CD8 T","B","HLA-A","HLA-A","CD3D","CD3D",0.0522138813858155,-0.67102473714291,-0.309405427878547
"343","CD8 T","B","HLA-C","HLA-C","CD3D","CD3D",0.0109066247778435,-0.67102473714291,-0.330059056182533
"344","CD8 T","B","HLA-B","HLA-B","CD3D","CD3D",-0.00874566475477145,-0.67102473714291,-0.339885200948841
"345","CD8 T","B","CALM1","CALM1","FAS","FAS",-0.0109152392605489,0.0432631180559583,0.0161739393977047
"346","CD8 T","B","B2M","B2M","CD247","CD247",0.0300432648042777,-0.973499295211398,-0.47172801520356
"347","CD8 T","B","LTB","LTB","CD40","CD40",0.0506491299206264,0.693208234574679,0.371928682247653
"348","CD8 T","B","ICAM2","ICAM2","ITGB2","ITGB2",-0.119069107979574,-0.589206214142363,-0.354137661060968
"349","CD8 T","B","VIM","VIM","CD44","CD44",0.388214537067976,-0.0866784740213485,0.150768031523314
"350","CD8 T","B","B2M","B2M","CD3G","CD3G",0.0300432648042777,-0.0739705984348369,-0.0219636668152796
"351","CD8 T","B","PTDSS1","PTDSS1","JMJD6","JMJD6",-0.176058012655531,0.0667172087075081,-0.0546704019740113
"352","CD8 T","NK","IFNG","IFNG","IFNGR1","IFNGR1",-0.0721692628860907,-0.012253699235999,-0.0422114810610448
"353","CD8 T","NK","TGFB1","TGFB1","TGFBR3","TGFBR3",-0.385642152422942,0.21599089000797,-0.0848256312074857
"354","CD8 T","NK","TGFB1","TGFB1","TGFBR1","TGFBR1",-0.385642152422942,0.25671106886053,-0.0644655417812057
"355","CD8 T","NK","IFNG","IFNG","IFNGR2","IFNGR2",-0.0721692628860907,0.0194861891456924,-0.0263415368701991
"356","CD8 T","NK","IL23A","IL23A","IL12RB1","IL12RB1",0.299452197105359,0.404508668903028,0.351980433004193
"357","CD8 T","NK","CCL5","CCL5","CXCR3","CXCR3",0.965811098139981,0.0341313362475043,0.499971217193742
"358","CD8 T","NK","GNAS","GNAS","PTGDR","PTGDR",-0.242834739890185,0.747050197563321,0.252107728836568
"359","CD8 T","NK","MFNG","MFNG","NOTCH1","NOTCH1",0.0888097166765011,0.0834866505640046,0.0861481836202528
"360","CD8 T","NK","HLA-A","HLA-A","KIR3DL2","KIR3DL2",0.0522138813858155,0.212853202773846,0.132533542079831
"361","CD8 T","NK","HLA-C","HLA-C","KIR2DL3","KIR2DL3",0.0109066247778435,0.323653734191473,0.167280179484658
"362","CD8 T","NK","ICAM3","ICAM3","ITGAL","ITGAL",-0.0464829192827715,0.121137003844655,0.0373270422809415
"363","CD8 T","NK","ICAM3","ICAM3","ITGB2","ITGB2",-0.0464829192827715,0.76124503366279,0.357381057190009
"364","CD8 T","NK","TIMP1","TIMP1","CD63","CD63",0.170943292837984,0.995057911143721,0.583000601990852
"365","CD8 T","NK","TGFB1","TGFB1","CXCR4","CXCR4",-0.385642152422942,-0.338663900649969,-0.362153026536455
"366","CD8 T","NK","SELPLG","SELPLG","ITGAM","ITGAM",-0.00587080977464333,0.153601182942091,0.0738651865837241
"367","CD8 T","NK","SELPLG","SELPLG","SELL","SELL",-0.00587080977464333,0.474021474072875,0.234075332149116
"368","CD8 T","NK","SELPLG","SELPLG","ITGB2","ITGB2",-0.00587080977464333,0.76124503366279,0.377687111944073
"369","CD8 T","NK","LYZ","LYZ","ITGAL","ITGAL",0.0311695845312403,0.121137003844655,0.0761532941879474
"370","CD8 T","NK","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",0.0637134226526401,0.116149068928965,0.0899312457908023
"371","CD8 T","NK","GNAI2","GNAI2","S1PR5","S1PR5",-0.163398857124364,0.492084371085095,0.164342756980366
"372","CD8 T","NK","GNAI2","GNAI2","CXCR3","CXCR3",-0.163398857124364,0.0341313362475043,-0.0646337604384296
"373","CD8 T","NK","GNAI2","GNAI2","ADCY7","ADCY7",-0.163398857124364,0.300919406540077,0.0687602747078565
"374","CD8 T","NK","PKM","PKM","CD44","CD44",0.253988416078511,-0.363388381260008,-0.0546999825907489
"375","CD8 T","NK","CALM1","CALM1","PTPRA","PTPRA",-0.0109152392605489,-0.00709251224558088,-0.00900387575306491
"376","CD8 T","NK","GNAS","GNAS","ADCY7","ADCY7",-0.242834739890185,0.300919406540077,0.0290423333249459
"377","CD8 T","NK","HLA-C","HLA-C","CD3G","CD3G",0.0109066247778435,-0.0990995321886448,-0.0440964537054006
"378","CD8 T","NK","HLA-E","HLA-E","KLRD1","KLRD1",0.0349103082428472,0.948634123014576,0.491772215628712
"379","CD8 T","NK","HLA-E","HLA-E","KLRC1","KLRC1",0.0349103082428472,0.598978322464099,0.316944315353473
"380","CD8 T","NK","HLA-A","HLA-A","CD3G","CD3G",0.0522138813858155,-0.0990995321886448,-0.0234428254014147
"381","CD8 T","NK","HLA-B","HLA-B","CD3G","CD3G",-0.00874566475477145,-0.0990995321886448,-0.0539225984717081
"382","CD8 T","NK","ICAM2","ICAM2","ITGAM","ITGAM",-0.119069107979574,0.153601182942091,0.0172660374812588
"383","CD8 T","NK","LTB","LTB","TNFRSF1A","TNFRSF1A",0.0506491299206264,0.276891583764173,0.1637703568424
"384","CD8 T","NK","CALM2","CALM2","SELL","SELL",0.151365001056577,0.474021474072875,0.312693237564726
"385","CD8 T","NK","CALM1","CALM1","SELL","SELL",-0.0109152392605489,0.474021474072875,0.231553117406163
"386","CD8 T","NK","CALM3","CALM3","SELL","SELL",-0.0674414013686579,0.474021474072875,0.203290036352108
"387","CD8 T","NK","GNAI2","GNAI2","S1PR4","S1PR4",-0.163398857124364,-0.012962553838287,-0.0881807054813253
"388","CD8 T","NK","HLA-B","HLA-B","CANX","CANX",-0.00874566475477145,0.0813998662238753,0.0363271007345519
"389","CD8 T","NK","CALR","CALR","HLA-F","HLA-F",-0.0496339103893955,-0.0589842925103053,-0.0543091014498504
"390","CD8 T","NK","B2M","B2M","HLA-F","HLA-F",0.0300432648042777,-0.0589842925103053,-0.0144705138530138
"391","CD8 T","NK","LRPAP1","LRPAP1","SORL1","SORL1",0.0459105928994803,0.0389689515702991,0.0424397722348897
"392","CD8 T","NK","HLA-A","HLA-A","APLP2","APLP2",0.0522138813858155,0.0020243390165961,0.0271191102012058
"393","CD8 T","NK","NUCB2","NUCB2","ERAP1","ERAP1",0.133518449522423,0.198746305383004,0.166132377452713
"394","CD8 T","NK","B2M","B2M","CD3D","CD3D",0.0300432648042777,-0.758938694520343,-0.364447714858033
"395","CD8 T","NK","HLA-A","HLA-A","CD3D","CD3D",0.0522138813858155,-0.758938694520343,-0.353362406567264
