"","source","ligand","target","receptor","aggregate_rank","mean_rank","median_rank","natmi.edge_specificity","natmi.rank","sca.LRscore","sca.rank","logfc.logfc_comb","logfc.rank","connectome.weight_sc","connectome.rank"
"76","CD8 T","HLA-A","NK","APLP2",0.447782741414483,94.25,98.5,0.119325545101761,118,0.819913230997346,62,0.0280332158826573,115,0.127888975721635,82
"77","NK","B2M","NK","HLA-F",0.450231079608721,72,77.5,0.110771290614244,127,0.91084356222925,6,0.0198014120981922,119,0.341047843272129,36
"78","NK","ICAM3","NK","ITGAL",0.463155864197531,111,115,0.147694106000961,95,0.697494498386584,117,0.0300698060493184,113,0.0492455591907963,119
"79","B","VIM","B","CD44",0.511656675093615,93.5,111.5,0.117871132830833,122,0.852797267183817,29,0.0157698687017014,122,0.0753778120287583,101
"80","B","ICAM2","NK","ITGAM",0.517235186360317,81.75,71,0.215120694932764,52,0.640178086815785,133,0.127299485778148,70,0.158332795293525,72
"81","B","B2M","B","HLA-F",0.52140213341407,121.75,140.5,0.107442652168767,131,0.90959693574739,7,-0.0552130415998161,150,-0.465002029312138,199
"82","CD8 T","LTB","CD8 T","TNFRSF1A",0.528639690916057,110.75,111.5,0.116927645940466,123,0.748031771191064,97,0.0356584532333563,108,0.0527292422690989,115
"83","CD8 T","HLA-B","NK","CANX",0.546042017081237,93.25,110.5,0.128843084777625,112,0.854873352462865,28,0.0338537078698659,109,0.037033586619182,124
"84","B","PTDSS1","NK","JMJD6",0.55593104329051,88,68,0.203206508668907,58,0.586628084249706,158,0.144773873271095,62,0.14222521859491,74
"85","CD8 T","B2M","NK","HLA-F",0.591497577086032,92,113.5,0.106753348746256,133,0.909331960581057,8,-0.0156875059210282,132,0.0962054609108207,95
"86","CD8 T","TNFSF12","CD8 T","TNFRSF25",0.59615257551106,86.5,68.5,0.208964278280653,55,0.593787687469874,154,0.144857109974383,61,0.137350865390309,76
"87","B","ICAM2","CD8 T","ITGAL",0.600833591732899,86.75,77,0.178981871135427,69,0.649064025921012,127,0.130601589720309,66,0.11914288360859,85
"88","CD8 T","IL23A","CD8 T","IL12RB1",0.616832663674738,97,76,0.222733063660336,48,0.520389076493774,188,0.111609194068531,75,0.136867404246898,77
"89","B","ICAM2","NK","ITGAL",0.619982170522354,90.75,81.5,0.177193630288325,72,0.647919553629352,128,0.108218682783292,76,0.116562989153691,87
"90","NK","PTDSS1","NK","JMJD6",0.637890470660074,93.25,75.5,0.196621845810029,62,0.582628514317647,160,0.123103982032004,73,0.134200594204009,78
"91","NK","HLA-B","CD8 T","CANX",0.669601619652543,76.5,67,0.104586126923969,136,0.841449702438872,36,0.0621843328632343,95,0.33059899702828,39
"92","B","GSTP1","B","TRAF2",0.68018101245255,107.5,121.5,0.206992481108223,56,0.646941964234894,130,-0.0139300363442062,131,0.056148930971196,113
"93","B","TIMP1","NK","CD63",0.699225344524132,80.75,72.5,0.0960965305112427,150,0.728786096926508,105,0.35036198770133,28,0.319708492615265,40
"94","NK","LRPAP1","CD8 T","SORL1",0.701188922546426,95.25,88.5,0.161828166613361,83,0.640732332846709,132,0.125381296125038,72,0.0981733307511181,94
"95","B","EBI3","B","IL27RA",0.703313575328361,90.5,72,0.345509616190188,17,0.469472734670637,201,0.0910719639808311,81,0.220308098250915,63
"96","CD8 T","MFNG","NK","NOTCH1",0.725864796921776,94.5,81,0.219059175482688,50,0.574093690462125,166,0.0891506804617389,82,0.133145907804416,80
"97","B","B2M","CD8 T","HLA-F",0.72850514714936,126.25,147,0.103776178020043,138,0.908159197012684,10,-0.0729982918390782,156,-0.479685763547179,201
"98","CD8 T","LRPAP1","CD8 T","SORL1",0.767139589145245,99.5,92.5,0.155414446631591,88,0.636064716245944,135,0.103693315298836,78,0.0852882355473628,97
"99","NK","ICAM2","CD8 T","ITGAL",0.790123456790123,103.5,97.5,0.153987747505017,89,0.631747704992432,136,0.0884912262101356,83,0.0700219302159873,106
"100","CD8 T","SELPLG","B","SELL",0.790123456790123,119.5,122,0.10583608102166,134,0.747513467349999,98,0.0333771994479057,110,0.00218685295513706,136
"101","NK","ICAM2","NK","ITGAL",0.813619952404222,106.25,99,0.1524492275516,90,0.630578902296733,137,0.0661083192731181,91,0.0674420357610884,107
"102","B","B2M","NK","HLA-F",0.861340261730583,132,156.5,0.0968474239498792,148,0.905236608582442,12,-0.103694025166979,165,-0.507434488676368,203
"103","CD8 T","HLA-B","B","CANX",0.862181148146966,109.75,132.5,0.109525404029873,129,0.844503698314619,35,-0.0193077692818519,136,-0.0113900352084772,139
"104","NK","LRPAP1","NK","SORL1",0.887261147155864,110.5,106,0.140118517193624,102,0.623990529914915,140,0.0670223111105839,90,0.06091085133553,110
"105","NK","TNFSF12","CD8 T","TNFRSF25",0.893885074977817,97.25,78.5,0.182038741351336,68,0.577049761341212,165,0.13008950471127,67,0.109968007329474,89
"106","NK","ICAM2","NK","ITGAM",0.919304725757594,95.5,87.5,0.18507992482292,65,0.622678196333226,142,0.0851891222679739,85,0.109211841900922,90
"107","NK","HLA-E","CD8 T","KLRC1",0.939058610379795,100.5,97.5,0.101275160572843,142,0.814454106330549,65,0.0298097405029476,114,0.132835783264987,81
"108","CD8 T","TNFSF12","NK","TNFRSF25",0.945068587485428,99,85.5,0.188153834023449,64,0.581076515065532,161,0.0929721077666843,80,0.109169437760736,91
"109","CD8 T","CCL5","B","CXCR3",0.971172918587341,80.5,71,0.0924193368009704,154,0.76656583454019,92,0.354832385175599,26,0.285423303223527,50
"110","CD8 T","LRPAP1","NK","SORL1",0.993091557811808,119.75,115,0.134565213634993,110,0.619234662069071,144,0.0453343302843825,105,0.0480257561317747,120
"111","B","HLA-C","NK","KIR2DL3",1,89,76.5,0.29760824323978,28,0.82657254093445,56,0.0606853689645593,97,-0.219611159625168,175
"112","B","HLA-A","NK","KIR3DL2",1,106,105,0.245102374586971,42,0.794925385221463,83,0.00842852717301834,127,-0.200618201314398,172
"113","B","GNAI2","B","FPR1",1,107.75,96.5,0.222323111512493,49,0.516802730070647,189,0.0555294991146915,100,0.102720509080689,93
"114","B","TGFB1","NK","TGFBR1",1,98.5,97.5,0.217514444680576,51,0.610581791986968,148,0.0570968243137671,99,0.0947079777414095,96
"115","B","TGFB1","NK","TGFBR3",1,106,103,0.199048463342506,59,0.584853675201545,159,0.0368468784037002,106,0.0771277595658827,100
"116","B","MFNG","NK","NOTCH1",1,114.75,109.5,0.184061619765235,66,0.552688062145979,174,0.0250008424290874,116,0.0750183365837668,103
"117","CD8 T","GSTP1","B","TRAF2",1,130.5,142,0.168288400623513,76,0.622957995433528,141,-0.0998666163748459,162,-0.0195082175465248,143
"118","CD8 T","GNAI2","B","FPR1",1,136.75,134.5,0.166828950665553,79,0.480922982088763,199,-0.0306659309990924,140,0.0300424153381994,129
"119","NK","MFNG","NK","NOTCH1",1,128,125,0.165912450275377,80,0.539823565276008,182,0.007509574955517,128,0.0448743130801137,122
"120","NK","TNFSF12","NK","TNFRSF25",1,108.5,92,0.16390977160247,81,0.56419923343491,169,0.0782045025035718,86,0.0817865796999001,98
"121","CD8 T","ICAM2","NK","ITGAM",1,113.25,111,0.163779986254022,82,0.608211264962657,149,0.0211153559807069,118,0.0743833975606997,104
"122","B","TGFB1","CD8 T","TGFBR2",1,120,122,0.158294839158179,84,0.597848216106669,152,0.0162579307208595,121,0.0390182879077208,123
"123","B","PTDSS1","B","JMJD6",1,111,94,0.156892328495968,86,0.5549550498887,172,0.0869070868023651,84,0.0752237640006154,102
"124","NK","PTDSS1","B","JMJD6",1,116.5,100,0.151808421021461,91,0.550883644494435,175,0.0652371955632745,92,0.0671991396097144,108
"125","CD8 T","TGFB1","NK","TGFBR1",1,138.75,144.5,0.14440052196696,96,0.560926042739246,170,-0.0650748146676483,154,0.00362651244108805,135
"126","NK","IFNG","B","IFNGR1",1,102.5,88,0.143584149774917,97,0.549494225860438,176,0.156804738574143,58,0.134060225404685,79
"127","CD8 T","IFNG","B","IFNGR2",1,127.75,107.5,0.14109964123508,101,0.500282722928199,195,0.0470898040053837,104,0.0568623962098205,111
"128","NK","LTB","B","CD40",1,116.5,117.5,0.139284473532246,103,0.80433642120776,74,-0.0766898006645614,157,0.0176072903243469,132
"129","CD8 T","ICAM2","CD8 T","ITGAL",1,124,121.5,0.136266054753316,107,0.617414853686047,146,0.0244174599228685,117,0.0351934858757651,126
