"","source","target","ligand.complex","ligand","receptor.complex","receptor","ligand.log2FC","receptor.log2FC","logfc_comb"
"39","B","NK","LRPAP1","LRPAP1","SORL1","SORL1",-0.139966961496985,0.0428021841048104,-0.0485823886960873
"40","B","NK","HLA-A","HLA-A","APLP2","APLP2",-0.191470041163885,0.00559224232517147,-0.092938899419357
"41","B","NK","ICAM2","ICAM2","ITGAL","ITGAL",0.0942919959393538,0.12214536962723,0.108218682783292
"42","B","NK","HLA-B","HLA-B","KLRD1","KLRD1",-0.178322778371527,0.939497345482225,0.380587283555349
"43","B","NK","ICAM2","ICAM2","ITGB2","ITGB2",0.0942919959393538,0.756664495967707,0.42547824595353
"44","B","NK","VIM","VIM","CD44","CD44",0.138435248224561,-0.364096597410061,-0.11283067459275
"45","B","NK","PTDSS1","PTDSS1","JMJD6","JMJD6",0.106551079091179,0.18299666745101,0.144773873271095
"46","B","CD8 T","TGFB1","TGFB1","TGFBR2","TGFBR2",-0.144235609884844,0.176751471326563,0.0162579307208595
"47","B","CD8 T","CCL5","CCL5","CXCR3","CXCR3",-1.4811784420196,0.208461534014862,-0.63635845400237
"48","B","CD8 T","EBI3","EBI3","IL27RA","IL27RA",0.213408537097228,0.22448583873755,0.218947187917389
"49","B","CD8 T","GNAS","GNAS","PTGDR","PTGDR",0.154121757179843,-0.234437265960053,-0.040157754390105
"50","B","CD8 T","ICAM3","ICAM3","ITGAL","ITGAL",0.0863389045063748,0.166911183501265,0.12662504400382
"51","B","CD8 T","ICAM3","ICAM3","ITGB2","ITGB2",0.0863389045063748,-0.218721615301738,-0.0661913553976815
"52","B","CD8 T","TIMP1","TIMP1","CD63","CD63",-0.301735475285629,-0.44706936714162,-0.374402421213625
"53","B","CD8 T","SELPLG","SELPLG","SELL","SELL",-0.187954368614463,-0.599206142768023,-0.393580255691243
"54","B","CD8 T","ADAM28","ADAM28","ITGA4","ITGA4",0.225638923245301,0.110588391169313,0.168113657207307
"55","B","CD8 T","TNFSF12","TNFSF12","TNFRSF25","TNFRSF25",-0.0985488134532996,0.226546062167667,0.0639986243571836
"56","B","CD8 T","HLA-E","HLA-E","KLRD1","KLRD1",-0.178323482995041,-0.232823015668588,-0.205573249331814
"57","B","CD8 T","HLA-E","HLA-E","KLRC1","KLRC1",-0.178323482995041,-0.0721106696805356,-0.125217076337788
"58","B","CD8 T","LTB","LTB","TNFRSF1A","TNFRSF1A",0.559166437951395,0.0258012812065659,0.29248385957898
"59","B","CD8 T","HLA-B","HLA-B","CANX","CANX",-0.178322778371527,-0.0525539211927716,-0.115438349782149
"60","B","CD8 T","B2M","B2M","HLA-F","HLA-F",-0.14742909262415,0.00143250894599345,-0.0729982918390782
"61","B","CD8 T","LRPAP1","LRPAP1","SORL1","SORL1",-0.139966961496985,0.159520154133718,0.00977659631836662
"62","B","CD8 T","HLA-A","HLA-A","APLP2","APLP2",-0.191470041163885,-0.0868238983760904,-0.139146969769988
"63","B","CD8 T","ICAM2","ICAM2","ITGAL","ITGAL",0.0942919959393538,0.166911183501265,0.130601589720309
"64","B","CD8 T","HLA-B","HLA-B","KLRD1","KLRD1",-0.178322778371527,-0.232823015668588,-0.205572897020058
"65","B","CD8 T","ICAM2","ICAM2","ITGB2","ITGB2",0.0942919959393538,-0.218721615301738,-0.062214809681192
"66","B","CD8 T","VIM","VIM","CD44","CD44",0.138435248224561,0.391049277576116,0.264742262900339
"67","NK","B","IFNG","IFNG","IFNGR1","IFNGR1",0.467422490981533,-0.153813013833246,0.156804738574143
"68","NK","B","FASLG","FASLG","FAS","FAS",0.298731298915973,0.0373382793613322,0.168034789138652
"69","NK","B","IFNG","IFNG","IFNGR2","IFNGR2",0.467422490981533,0.157151341686481,0.312286916334007
"70","NK","B","CCL5","CCL5","CXCR3","CXCR3",0.206481256070206,-0.245854118472103,-0.0196864312009486
